x_ctrl_pts          CP
0.982973          0.998782
0.916595          0.430094
0.726426          -0.885077
0.438149          -2.26024
0.0906973          -2.97757
-0.269003          -2.66265
-0.592374          -1.47986
-0.835741          -0.0465848
-0.966236          0.889023
-0.966236          0.838594
-0.835741          -0.171548
-0.592374          -1.61413
-0.269003          -2.73614
0.0906973          -2.95192
0.438149          -2.14883
0.726426          -0.746074
0.916595          0.524141
